"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 14 11:39:11 IST 2019","Sat Dec 14 11:39:14 IST 2019","3339","Suite","Test","com.maventest.citutorial.GoogleTitleTest","com.maventest.citutorial.GoogleTitleTest","verifyGoogleTitle","verifyGoogleTitle",""
